	compound_name	Ion	RT	mean.RSD%	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7
27	PC 20:2e	 [M+H]+	2.05	20.71076698	116960.1226	135817.9379	65611.5787	65858.12507	114682.1375	83885.79988	113297.2082	191923.7123	187364.7569	104480.5294	227421.5033	217298.6017	139950.817	125810.2848	60629.4582	216735.9662	129603.198	134817.9899	422893.9898	211749.8029	61134.61648	86666.78132	126567.2084	207954.2295	71888.13772	173780.6481	79761.93252	71331.56877	77498.21744	116088.1991	128882.9437	83909.88554	49223.4293	287876.2468	172884.7469	156303.768	99584.31713	345625.5978	361942.1377	125764.783	247703.2783	125766.8154	161199.441	145607.6793	60911.80422	154508.4657	64386.16303	95635.05201	166641.2252	98760.888	174346.8709	143242.5536	128167.7155	33259.73767	77806.72107	41273.19381	56228.72223	103451.7941	40420.02309	91270.91955	72729.44319	110481.2905	32606.70613	153547.7652	80761.76415	61168.31448	73409.79545	60954.4052	108809.9442	95438.0864	75430.0607	74827.66222	45264.97366	65432.83791	54092.25844	61878.78463	60709.66276	69733.96673	55311.88519
28	PC 20:5e	 [M+H]+	1.11	157.3104293	711212.0284	1058104.219	597643.3229	41320.68493	1412202.599	700768.8778	33305.64432	38626.65907	82684.64087	31910.22935	581600.2161	68437.40946	54460.60335	1056123.016	569450.77	1337957.969	122007.5133	874288.8145	1134985.472	1401251.995	775372.1914	679768.2248	364008.0737	1422742.572	420011.0866	42940.89706	596452.5787	12338.80019	7934.068428	623856.1886	925513.99	602151.3594	32344.92999	68291.24669	1097971.372	853892.9522	1114813.66	1564550.167	60187.34046	1187645.048	1496950.584	128550.5515	1296430.883	103552.9167	633918.3303	943386.2493	82696.75928	944719.1992	950045.6263	25069.06022	1090679.173	43585.21041	547107.865	6827.638188	777935.0641	498161.9157	13753.01008	785732.6612	399106.5794	63991.41127	44582.52384	721440.7817	145702.7414	1196315.074	28253.41183	634538.0789	26574.97003	559156.2158	21504.27182	27746.99349	27157.23426	23397.29265	58540.68614	347653.3763	329926.7807	64639.95018	64202.90527	55911.20902	59136.42928
29	PC 22:4e	 [M+H]+	1.94	11.94238786	47149.42795	98865.83168	27766.55855	12077.27909	34743.66063	25814.76707	36809.79696	66934.21453	57257.70532	23789.1956	42188.22589	103578.1446	52887.0873	61126.28373	31612.20525	72800.11949	27506.64301	39168.47973	116358.2934	53835.62348	27022.5518	29148.0916	58098.82839	104139.7484	17320.07723	55796.48928	21885.28281	28270.12569	20000.26036	29594.3392	89376.55309	33005.26641	15959.98229	183360.1515	59426.24995	46693.92663	58098.53092	83682.9796	74797.76	58071.85386	41965.96819	39254.8949	60782.54761	80363.47971	32316.68771	52815.15043	28077.25461	48332.60698	65363.01299	37152.79045	84056.18651	49467.39548	36923.278	17687.31105	20986.43978	24533.35123	18188.28631	67142.47574	13337.71272	35591.1967	22272.79162	34868.96284	26199.28548	63912.58406	31092.28935	31472.70673	36670.26925	34292.64567	36136.71567	42995.56913	38989.85044	31284.13541	21591.63096	33466.33053	21484.48724	24093.96509	33064.03126	28511.42002	27634.03909
30	PC 29:1	 [M+H]+	5.26	64.29881593	704.2699848	1340.98916	963.4663331	1224.841343	938.9347951	639.8479702	4637.746461	1568.414671	2574.048247	3456.389711	3543.798746	2370.726338	1537.794712	14690.95858	1589.218659	2463.779296	1126.898279	1090.510984	2968.218967	3223.972677	2641.53179	4041.021808	11741.0296	11540.53703	1390.409717	1965.827103	976.0967067	899.3891245	964.1123582	3174.661422	1265.65194	17542.65521	990.4266924	1470.052255	1259.317366	1337.302708	11834.05188	14792.4802	11403.5666	39910.70867	12581.78626	4156.45807	37403.72446	1979.340987	2736.760658	614.296701	8223.030804	887.2576227	8196.968703	11773.38224	2320.932867	1423.473322	1124.574765	1730.791796	1156.792403	3691.658689	793.6035169	5607.167476	334.0787264	523.1125939	690.5137029	207.8895139	1155.757114	1641.592567	1583.29914	1039.498689	1957.18614	4251.157846	2575.58492	3185.493753	1386.5126	6417.975197	410.7091994	565.8049342	244.4709658	596.2084367	465.218252	635.0760145	311.1765463
31	PC 32:0	 [M+H]+	6.81	4.696693303	1647189.54	1381137.14	1540404.078	1880479.153	1945299.398	1986362.761	4523547.146	3037891.422	2222910.834	2334694.917	2520340.599	2255985.245	2383302.103	2970495.116	2364213.047	3016240.341	1914253.502	1593781.115	1881136.684	1849814.083	2016697.494	2949368.222	2200604.21	1873584.315	1488997.148	1874720.508	2008650.29	2207084.993	1400725.087	1778970.562	2258840.969	1607553.22	2025630.359	2508203.706	1954132.611	2944722.927	2348463.387	1781800.567	3506583.641	1623580.674	2824721.414	1990347.604	2064355.921	2682177.758	1792332.239	1779988.802	1827131.543	2097936.092	1492688.438	2517609.509	2162885.398	2482199.583	1503166.071	1819230.493	1855231.085	1866822.568	1390806.525	2076799.6	1751206.348	2476596.92	1654725.381	1480664.97	2503482.341	2130955.48	2546574.927	2680657.183	2734509.414	2790117.111	2514021.967	2596620.443	2443211.669	2505512.185	1096783.055	1145847.198	1151893.203	1162788.677	1149766.197	1167455.732	1137537.875
32	Unknown PC 32:0; [M+H]+@5.62	 [M+H]+	5.62	16.00663737	12322.59912	18803.34738	15725.95484	8546.852997	16627.11809	10200.42614	12341.56839	25785.94101	11315.34714	20383.88544	12106.41657	10599.49499	4050.017753	34762.88266	12129.11828	15801.61924	25108.03705	13737.1937	23375.91137	22968.13367	17323.14741	19343.26515	14961.26732	37195.41794	11848.48156	26863.4098	15721.27995	12814.78594	15972.94206	14305.56645	15305.00132	16859.27228	9276.383775	36294.5164	53030.55897	14889.20352	27001.47789	28115.36862	26377.99547	44097.18082	53820.45933	13717.93098	63542.1974	17117.6325	12317.36375	10118.14544	12219.20724	15711.06253	13941.67627	27184.23735	33495.47375	13254.05057	7773.149327	10241.16567	12365.06137	13791.77591	10066.82911	10579.59094	5687.989956	12887.27846	9257.13375	14885.24658	23293.91737	18775.4928	12003.01176	13833.04761	12816.50082	9990.90174	15322.64798	13954.85315	12203.41225	16948.48471	1436.670016	5124.124166	3590.027179	5844.43074	4504.414664	3755.290569	4633.335495
33	PC 32:1	 [M+H]+	6.27	4.183001961	1177945.659	3409025.141	1799177.965	2385020.383	1206952.594	3470459.983	3462770.85	2334944.376	1916955.606	629811.3616	1491273.148	3349297.087	2150153.605	2789790.361	4204187.319	2745543.137	1253962.048	2589303.253	3340707.658	1670745.128	1699393.975	9489385.574	8631340.288	1725485.77	2203302.225	1838125.829	2266533.786	2406911.451	1442821.27	1265741.414	1205382.72	2352716.239	1445896.888	9952619.507	2454248.886	5132134.84	2309777.583	3174548.841	6677738.288	3049903.573	1604448.966	1808098.643	3600776.516	3401139.577	2600861.695	2691366.437	2803280.358	3085684.197	2987788.586	6688975.007	6145256.626	3189413.458	1152365.335	3204288.823	3334376.975	3485214.63	2563700.609	10358971.46	2497528.004	2343826.512	2287814.444	1951323.584	3948223.322	4657375.965	5728423.009	5584162.991	5981000.591	5965765.624	5565973.02	6175506.266	6119193.946	5641298.834	1361537.484	1282754.252	1355784.475	1299807.613	1284491.705	1266922.913	1216227.587
34	Unknown PC 32:1; [M+H]+@5.05	 [M+H]+	5.05	41.23231553	8444.765561	7716.398114	3283.154725	3865.263082	4122.975535	4568.416996	4401.018756	17122.0719	3228.50038	3079.703005	15324.93414	7864.515802	9404.289064	6931.491455	3895.371576	7336.962008	6004.71974	7033.433494	9518.33669	5076.646006	7941.939644	8088.478176	10860.17485	7864.387005	5368.095207	5456.862377	28878.07953	3276.473304	4242.866073	2960.247937	6739.423319	12047.86741	3149.72844	10311.53448	9221.784493	48301.93529	12329.30662	32138.52264	8267.178111	13014.6347	4511.580073	7581.505797	8221.764117	6417.943735	3055.632011	12218.43722	3661.781544	7766.724639	32108.12508	1791.880963	8400.097289	9803.603837	2871.087447	1768.542963	3162.790491	1573.155578	4698.10138	13983.43234	3530.390398	2591.788564	9480.900758	2467.872435	7072.457557	11358.20106	9047.9107	5350.365916	8563.199856	5059.633507	3887.669629	7363.440748	8808.056667	14104.62911	423.3611598	1036.444871	957.9757951	561.9388414	2747.576504	1457.723004	3958.344362
35	PC 35:1e	 [M+H]+	6.46	22.55772974	13509.11442	19200.8449	15320.29816	10172.17484	21403.83191	12573.22727	20177.49516	18761.74976	13468.20474	14852.31788	16831.29354	13769.40977	13683.78826	21452.91884	11785.88742	24816.11954	3882.257762	16600.70443	21022.84718	28730.4036	19959.56443	21022.06005	10225.09949	25870.8477	9088.295757	25575.67146	10043.17437	17351.22134	22561.42732	12452.13113	19913.42085	836.3054334	9408.325308	23015.11075	20574.72196	17766.66167	13274.78523	45617.07635	6482.453055	30716.38719	22383.99104	13069.083	38233.30821	11152.62396	11311.37396	20937.82003	9499.35064	16988.21467	8874.201362	6317.744718	17481.93103	21056.90143	9551.930353	7496.852371	11447.84679	11160.09455	10500.81075	8856.005715	15310.26075	14316.56366	17958.04945	7162.054066	8847.748065	31133.58202	14425.26082	11778.83131	13415.95127	20734.31863	10453.07952	17399.58354	13056.50626	16107.99294	4461.920994	6666.653743	5615.771379	3130.096991	5459.054883	8060.397605	7221.384573
36	PC 35:3e	 [M+H]+	7.01	9.536216652	98876.04003	43841.61757	43568.08343	20309.90247	65235.96002	37253.55651	32781.96467	68122.45207	36967.64529	52881.78031	62790.06235	53370.92647	111366.6992	43976.81116	26620.47268	72064.61116	48003.34086	51665.59518	69053.00854	62859.30869	35946.45243	21341.21393	70564.00071	117179.4499	17951.40278	41917.00181	30718.24396	21245.90966	42020.83388	42157.59248	60791.18496	48549.03785	30572.85791	84896.46784	112294.7243	17907.09808	110759.5255	95317.07473	16429.06511	104468.9149	124607.4217	74889.16288	189265.9817	55699.40788	31071.14012	45749.11192	46605.10062	64764.25165	81252.67226	27645.0256	86205.23662	96036.67897	44981.9082	33070.5301	25443.2992	35168.2812	37990.93017	41142.49194	35295.06501	44123.96625	45910.48098	46892.456	15597.14977	115524.8741	38328.45332	41111.75574	43180.4852	43718.14519	36978.4016	48651.89666	47672.00927	42088.76503	23967.89195	28666.46279	30237.47806	38101.3115	30041.225	20236.92651	31719.11733
37	PC 36:3	 [M+H]+	6.59	3.538492471	51564040.68	24660825.13	23458629.47	43774245.35	146600477.4	29685714.61	29622940.89	17285784.53	28444157.63	19641329.48	19242883.75	23613007.73	29018613.99	55672655.8	27375951.91	26917636.1	40089915.82	41726489.31	22246980.39	44640161.79	29300005.46	21702110.78	14283300.78	51622027.4	41732116.06	28941073.06	39433049.88	30157959.18	54632879.6	40331716.45	34780463.62	61602880.13	40455927.27	17240301.91	23177509.35	23268004.08	33909218.77	22852648.7	6712760.921	86317422.45	49802130.68	36141208.85	93773887.19	9601569.705	57128745.12	15696593.9	14576879.84	41655053.69	24987969.1	25493224.17	23548293.89	21026054.57	24880723.19	35138980.37	26194574.02	29031756.14	31449474.04	14635378.22	44934197.22	24051725.46	34358482.09	44045358.94	44098987.11	18824885.25	33310443.87	32451739.49	31977172.17	34389237.88	31823460.93	32192201.51	34989138.05	32590484.84	55842175.21	55248387.31	55607763.01	53298412.98	54461022.33	54981168.63	56836915.44
38	Unknown PC 36:3; [M+H]+@3.67	 [M+H]+	3.67	68.63816858	6103.086842	4745.616386	5768.878765	10057.08355	6090.07213	5641.500351	24862.05041	10254.35408	6725.83857	5775.370034	10783.97854	5431.061062	5956.629963	2982.628399	6588.212364	37558.13733	8230.941512	4632.495911	10165.32316	6508.844467	14186.19119	11287.83834	2957.603232	3218.750289	17214.78477	5451.651149	4409.637827	5979.032124	4416.536957	5940.379457	6804.523887	3749.864544	5896.111787	8319.536767	13111.43169	10054.18811	14592.60255	6791.245619	5795.474178	2270.668901	8790.909428	9869.232468	7339.998828	3829.502687	3079.672031	7934.241312	5910.894376	7211.532739	4972.949657	6390.260959	3888.036103	7272.236077	4438.26697	11216.82642	3607.81169	3837.32296	2391.065285	4909.34172	7921.125621	9087.936757	6708.864883	6445.522353	6926.773401	8176.165501	11735.2471	19663.2741	10915.81834	3760.942233	2931.857112	7856.33561	20392.46407	3727.186002	6847.475574	4272.401081	6544.666976	3003.158028	5907.331543	2220.358715	14259.85247
39	PC 36:4	 [M+H]+	6.26	6.548195096	18715366.96	16314510.89	12281437.94	12922045.94	21365536.74	19924646.31	26683905	18489026.74	12195418.33	12817728.27	12229990.62	15350931.8	18139382.38	18969680.01	16507729.64	15667876.88	13570786.66	12249219.35	15305005.59	9886706.775	8030306.339	13726339.8	16996821.68	17601041.77	15504254.77	11919029.27	16505568.59	16790271.85	13252841.24	9285808.859	18501926.39	14045367.19	14743753.84	21623952.05	10836342.45	12697817.47	15388333.01	12090459.1	16322826.17	12052858.7	10958359.26	11170649.31	16877046.42	24927125.8	20444277.74	11753732.39	14638346.82	24162596.37	12235006.27	13704033.91	17502447.33	19407802.09	16251475.07	14447931.08	25766002.19	25942369.65	18317732.92	24679299.82	26787780.46	23222885.13	13690597.94	15690521.62	31711797.74	23684236.18	30287028.55	30671513.49	31633400.64	35504465.58	33727724.05	35316311.93	34945710.25	31580401.98	25691710.73	18784599.74	25466877.25	23441852.55	22994783.83	23518465.24	18691859.33
40	Unknown PC 36:4; [M+H]+@3.48	 [M+H]+	3.48	44.20744409	8825.534796	20611.3058	13036.32365	6421.639643	15837.28773	18564.44573	12825.26699	13297.57002	12977.97049	6057.657606	12353.13401	13874.00127	21266.90763	21676.95682	6282.01016	17422.25227	5291.213597	11009.45019	8387.003354	27578.26847	7457.354395	18499.78839	6382.701946	35353.64052	4372.961831	11429.38504	9240.321024	6668.606006	6532.329442	6639.530115	19060.96835	7530.54745	6052.195543	12842.57045	11572.13166	10041.80267	18173.37256	14439.61246	7387.752689	18773.0184	47939.53311	3751.657293	31827.96106	6881.052327	8184.846866	7223.562248	13043.38378	30544.11491	13775.1953	13098.08387	20632.00441	4484.787945	3711.877237	9074.778184	5503.757232	3921.376526	6308.722009	9769.637331	8671.323992	29396.08151	8413.917001	11838.09329	8871.671216	14496.83923	9897.207482	9283.007667	10838.97284	5624.049614	7401.354222	13352.51996	17696.82739	21220.20138	149.9555299	3138.858566	1189.13387	2775.655975	4184.374774	2021.169027	9371.939968
41	PC 37:0e	 [M+H]+	9.15	37.05070909	3242.26461	15271.0659	3895.624633	9352.316464	12952.82186	8871.086563	3743.952494	21246.45648	11751.08327	17281.92395	6757.902233	9226.869452	14204.28447	23947.88191	11452.52104	23059.77186	17670.81208	6979.327621	11134.21391	19627.82381	9548.735414	12248.93638	41125.72591	26223.52067	6062.656804	17506.4757	9839.77215	4972.63584	11934.55573	10650.6884	17355.02726	27292.65087	9186.581908	21364.95579	34947.89348	15740.29945	41779.66485	32823.03432	35778.39787	64669.72311	35395.06314	18308.80404	50052.40936	14645.88675	5006.95659	18267.54267	15840.79571	23502.70306	18439.7635	17105.19099	24333.1558	17397.12312	13220.71487	8715.676018	12704.20661	16822.20281	2209.258963	11951.73768	6993.376103	7063.44932	16248.43966	11453.16201	14609.34515	15110.35378	6237.641851	15658.42897	10052.30215	13968.05787	18903.44557	7507.325066	16053.20844	19220.31854	5274.92921	2364.90652	2520.618666	3607.977662	3862.655036	5482.988216	6698.468434
42	PC 37:2	 [M+Hac-H]-	7.18	18.1093163	51581.06389	16975.26754	27109.558	41527.44955	138360.2853	60662.69379	30243.97713	39256.95995	23078.81432	21793.53932	32279.70999	39046.26356	25669.11344	84688.6198	40889.68627	39254.96167	45914.57719	44927.41501	22603.92387	55211.3269	36167.96722	44405.00773	22171.76588	60525.00142	31462.13607	19775.26374	31183.43207	37489.78925	54620.07844	44415.37263	35609.51466	118058.5043	43108.52842	18122.44334	43966.18736	27910.36283	52426.57212	34261.72437	15430.6338	104978.2819	36816.53222	61845.23346	133382.0607	14363.37127	34770.10651	25671.49585	26045.08657	50192.67571	25811.03836	56085.50761	18587.34749	39373.06055	27519.20074	42215.11078	24911.39814	21095.55579	34163.55876	21871.52119	41275.52412	28975.75182	45934.27789	32654.19731	35262.92086	41139.04458	38006.26396	54149.00396	29909.80464	41798.04535	34093.16472	38809.01863	39446.12473	36592.65386	66959.96033	54117.20793	77492.53057	63442.38564	37369.07626	63318.55673	78423.69735
43	PC 37:3e	 [M+H]+	8.44	29.99968037	21647.87886	21629.76245	8850.69574	11462.35811	17428.57303	13850.66764	11304.0756	29061.00212	13039.16384	13507.18288	18144.02477	26092.18935	12552.93148	27947.26674	10968.97834	32924.57668	12088.27999	12348.41129	31862.38199	35491.3101	20467.11682	30015.20841	19483.21381	21451.92792	11515.42472	28455.46454	10726.69379	15943.25049	21948.9154	22414.2259	19507.93582	21680.59146	9618.973068	23061.53292	23002.7616	23099.45162	49301.19354	32390.82981	23879.95052	25409.06218	27400.26747	24796.25186	32339.17452	16103.68269	24227.3019	27229.71244	14242.58978	22053.27051	18569.44581	10052.01874	57387.82531	24554.8361	8857.489024	11867.42567	18536.12909	11197.04223	13998.57373	14959.36313	13560.59761	12226.69983	10490.41961	13382.18731	23744.43106	25086.03066	18791.82097	16782.08258	12579.93203	17892.94979	12584.40773	11216.67425	25521.77229	23442.35525	5448.00998	6420.781975	11781.44132	8905.322176	10966.7776	5126.454067	7004.761743
44	PC 39:5	 [M+H]+	6.3	39.14159841	4211.609199	3353.018973	2134.579727	3151.875767	8457.309699	5133.505554	4032.337051	11979.57934	23117.73753	7369.64079	8276.770256	7169.003095	994.9488181	6295.013168	2862.031282	7812.108203	6187.248452	2891.615229	11790.50226	8089.997748	8308.462565	3586.117821	3668.100905	3932.0487	1148.34639	6820.748745	9075.967431	3956.980867	724.8847709	5359.85424	5728.268405	6643.850267	7584.485365	8121.894703	8970.247422	2388.293239	8868.152273	16092.6691	9683.314323	7718.032534	2980.030146	9150.864617	11010.2691	1994.467035	390.4600803	3036.587331	27995.00774	8255.111298	9947.119301	3828.331594	1441.544094	6367.249473	1019.698012	3910.106355	1646.375173	8075.469711	3367.78093	5553.49204	1072.246099	26007.88552	3026.840803	2167.098996	10232.28546	10051.77424	5187.061426	5089.675814	6281.814774	4245.298656	4476.416765	6230.299034	7106.450593	11952.36217	1169.276199	2551.488701	3931.767734	1891.050877	2993.775514	5773.446648	3861.779973
45	PC 40:2e	 [M+H]+	8.86	24.68386564	96621.7291	95758.74801	42399.82905	56390.87362	56808.75427	45051.63925	84726.82463	128442.51	69854.95298	87759.24356	103602.0075	84469.98104	115710.0329	137832.5011	33375.27819	116572.4299	75835.30062	98221.39053	100001.9331	178956.1236	72445.43706	80466.12494	80228.50087	103297.7657	37283.24743	151074.8081	36011.67097	63616.64737	54921.27211	102244.2292	91889.68673	63932.66847	62467.90718	82308.51969	159906.868	89732.4789	136253.4857	189885.0514	112050.537	108260.7819	202020.6216	131514.2703	166908.1267	55704.71548	44244.21194	85591.29093	78011.69987	66185.87048	98951.42409	61186.35647	148708.777	70258.73373	41052.6886	56721.044	25879.42466	35908.98764	50128.25703	73017.85023	32371.79688	46510.18013	62108.15053	56114.41426	72852.72404	132769.1503	91997.7299	51940.10069	71436.61567	64376.34936	57245.29149	66256.7959	75582.89695	106152.1863	21334.9883	22325.75618	23448.57481	29497.37635	14483.77383	17093.36804	26308.66345
